level,region,file,expected_name,width,height,margin_left,margin_top,margin_right,margin_bottom,touches_edge,opaque_ratio
75,6_zasech_les,33.webp,True,146,149,0,0,0,0,"left,top,right,bottom",0.55953
75,6_zasech_les,4.webp,True,480,480,57,56,64,74,,0.31750
75,6_zasech_les,44.webp,True,146,149,0,0,0,0,"left,top,right,bottom",0.55953
75,6_zasech_les,5.webp,True,480,480,66,40,63,76,,0.32997
75,6_zasech_les,55.webp,True,146,149,0,0,0,0,"left,top,right,bottom",0.55953
76,6_zasech_les,1.webp,True,532,532,24,16,25,16,,0.37799
76,6_zasech_les,11.webp,True,146,149,0,0,0,0,"left,top,right,bottom",0.55953
76,6_zasech_les,2.webp,True,532,532,52,16,53,16,,0.35719
76,6_zasech_les,22.webp,True,146,149,0,0,0,0,"left,top,right,bottom",0.55953
76,6_zasech_les,3.webp,True,532,532,16,37,16,37,,0.33304
76,6_zasech_les,33.webp,True,146,149,0,0,0,0,"left,top,right,bottom",0.55953
76,6_zasech_les,4.webp,True,532,532,68,16,69,16,,0.31125
76,6_zasech_les,44.webp,True,146,149,0,0,0,0,"left,top,right,bottom",0.55953
76,6_zasech_les,5.webp,True,532,532,38,16,39,16,,0.42293
76,6_zasech_les,55.webp,True,146,149,0,0,0,0,"left,top,right,bottom",0.55953
77,6_zasech_les,1.webp,True,532,532,16,22,16,22,,0.28472
77,6_zasech_les,11.webp,True,146,149,0,0,0,0,"left,top,right,bottom",0.55953
77,6_zasech_les,2.webp,True,532,532,19,16,20,16,,0.38474
77,6_zasech_les,22.webp,True,146,149,0,0,0,0,"left,top,right,bottom",0.55953
77,6_zasech_les,3.webp,True,532,532,16,16,16,17,,0.36486
77,6_zasech_les,33.webp,True,146,149,0,0,0,0,"left,top,right,bottom",0.55953
77,6_zasech_les,4.webp,True,532,532,16,45,16,45,,0.32299
77,6_zasech_les,44.webp,True,146,149,0,0,0,0,"left,top,right,bottom",0.55953
77,6_zasech_les,5.webp,True,532,532,16,29,16,30,,0.43390
77,6_zasech_les,55.webp,True,146,149,0,0,0,0,"left,top,right,bottom",0.55953
78,6_zasech_les,1.webp,True,532,532,21,16,21,16,,0.36492
78,6_zasech_les,11.webp,True,146,149,0,0,0,0,"left,top,right,bottom",0.55953
78,6_zasech_les,2.webp,True,532,532,23,16,23,16,,0.35080
78,6_zasech_les,22.webp,True,146,149,0,0,0,0,"left,top,right,bottom",0.55953
78,6_zasech_les,3.webp,True,532,532,16,35,16,35,,0.34413
78,6_zasech_les,33.webp,True,146,149,0,0,0,0,"left,top,right,bottom",0.55953
78,6_zasech_les,4.webp,True,532,532,49,16,49,16,,0.25741
78,6_zasech_les,44.webp,True,146,149,0,0,0,0,"left,top,right,bottom",0.55953
78,6_zasech_les,5.webp,True,532,532,16,20,16,20,,0.38729
78,6_zasech_les,55.webp,True,146,149,0,0,0,0,"left,top,right,bottom",0.55953
79,6_zasech_les,1.webp,True,532,532,16,28,16,29,,0.37996
79,6_zasech_les,11.webp,True,146,149,0,0,0,0,"left,top,right,bottom",0.55953
79,6_zasech_les,2.webp,True,532,532,16,20,16,20,,0.33283
79,6_zasech_les,22.webp,True,146,149,0,0,0,0,"left,top,right,bottom",0.55953
79,6_zasech_les,3.webp,True,532,532,24,16,25,16,,0.40126
79,6_zasech_les,33.webp,True,146,149,0,0,0,0,"left,top,right,bottom",0.55953
79,6_zasech_les,4.webp,True,532,532,16,87,16,87,,0.28771
79,6_zasech_les,44.webp,True,146,149,0,0,0,0,"left,top,right,bottom",0.55953
79,6_zasech_les,5.webp,True,532,532,16,47,16,47,,0.33580
79,6_zasech_les,55.webp,True,146,149,0,0,0,0,"left,top,right,bottom",0.55953
80,6_zasech_les,1.webp,True,532,532,16,50,16,51,,0.48138
80,6_zasech_les,11.webp,True,146,149,0,0,0,0,"left,top,right,bottom",0.55953
80,6_zasech_les,2.webp,True,532,532,16,77,16,77,,0.26957
80,6_zasech_les,22.webp,True,146,149,0,0,0,0,"left,top,right,bottom",0.55953
80,6_zasech_les,3.webp,True,532,532,29,16,29,16,,0.19658
80,6_zasech_les,33.webp,True,146,149,0,0,0,0,"left,top,right,bottom",0.55953
80,6_zasech_les,4.webp,True,532,532,16,53,16,54,,0.34411
80,6_zasech_les,44.webp,True,146,149,0,0,0,0,"left,top,right,bottom",0.55953
80,6_zasech_les,5.webp,True,532,532,16,31,16,32,,0.42713
80,6_zasech_les,55.webp,True,146,149,0,0,0,0,"left,top,right,bottom",0.55953
81,6_zasech_les,1.webp,True,532,532,41,16,42,16,,0.00780
81,6_zasech_les,11.webp,True,146,149,0,0,0,0,"left,top,right,bottom",0.55953
81,6_zasech_les,2.webp,True,532,532,36,16,37,16,,0.33207
81,6_zasech_les,22.webp,True,146,149,0,0,0,0,"left,top,right,bottom",0.55953
81,6_zasech_les,3.webp,True,532,532,58,16,58,16,,0.30449
81,6_zasech_les,33.webp,True,146,149,0,0,0,0,"left,top,right,bottom",0.55953
81,6_zasech_les,4.webp,True,532,532,30,16,31,16,,0.30870
81,6_zasech_les,44.webp,True,146,149,0,0,0,0,"left,top,right,bottom",0.55953
81,6_zasech_les,5.webp,True,532,532,32,16,32,16,,0.00746
81,6_zasech_les,55.webp,True,146,149,0,0,0,0,"left,top,right,bottom",0.55953
82,6_zasech_les,1.webp,True,532,532,48,16,49,16,,0.25907
82,6_zasech_les,11.webp,True,146,149,0,0,0,0,"left,top,right,bottom",0.55953
82,6_zasech_les,2.webp,True,532,532,33,16,34,16,,0.31654
82,6_zasech_les,22.webp,True,146,149,0,0,0,0,"left,top,right,bottom",0.55953
82,6_zasech_les,3.webp,True,532,532,67,16,67,16,,0.22242
82,6_zasech_les,33.webp,True,146,149,0,0,0,0,"left,top,right,bottom",0.55953
82,6_zasech_les,4.webp,True,532,532,34,16,34,16,,0.34973
82,6_zasech_les,44.webp,True,146,149,0,0,0,0,"left,top,right,bottom",0.55953
82,6_zasech_les,5.webp,True,532,532,102,16,102,16,,0.22900
82,6_zasech_les,55.webp,True,146,149,0,0,0,0,"left,top,right,bottom",0.55953
83,6_zasech_les,1.webp,True,532,532,25,16,25,16,,0.36532
83,6_zasech_les,11.webp,True,146,149,0,0,0,0,"left,top,right,bottom",0.55953
83,6_zasech_les,2.webp,True,532,532,50,16,50,16,,0.17680
83,6_zasech_les,22.webp,True,146,149,0,0,0,0,"left,top,right,bottom",0.55953
83,6_zasech_les,3.webp,True,532,532,44,16,45,16,,0.28343
83,6_zasech_les,33.webp,True,146,149,0,0,0,0,"left,top,right,bottom",0.55953
83,6_zasech_les,4.webp,True,532,532,29,16,29,16,,0.35608
83,6_zasech_les,44.webp,True,146,149,0,0,0,0,"left,top,right,bottom",0.55953
83,6_zasech_les,5.webp,True,532,532,69,16,69,16,,0.26823
83,6_zasech_les,55.webp,True,146,149,0,0,0,0,"left,top,right,bottom",0.55953
84,6_zasech_les,1.webp,True,532,532,112,16,112,16,,0.18118
84,6_zasech_les,11.webp,True,146,149,0,0,0,0,"left,top,right,bottom",0.55953
84,6_zasech_les,2.webp,True,532,532,62,16,63,16,,0.22974
84,6_zasech_les,22.webp,True,146,149,0,0,0,0,"left,top,right,bottom",0.55953
84,6_zasech_les,3.webp,True,532,532,16,23,16,23,,0.31238
84,6_zasech_les,33.webp,True,146,149,0,0,0,0,"left,top,right,bottom",0.55953
84,6_zasech_les,4.webp,True,532,532,104,16,104,16,,0.25819
84,6_zasech_les,44.webp,True,146,149,0,0,0,0,"left,top,right,bottom",0.55953
84,6_zasech_les,5.webp,True,532,532,39,16,40,16,,0.00776
84,6_zasech_les,55.webp,True,146,149,0,0,0,0,"left,top,right,bottom",0.55953
